Time_ms,ax,ay,az,gx,gy,gz
1772976489898.6045,-0.9793,-0.1088,-0.1187,3.255,-4.944,-0.07
1772976489898.6045,-0.9764,-0.1057,-0.1182,2.949,-4.856,0.096
1772976489898.6045,-0.9781,-0.1044,-0.1225,3.124,-4.76,-0.324
1772976489898.6045,-0.9775,-0.1044,-0.1167,3.36,-4.83,-0.315
1772976489898.6045,-0.9778,-0.1058,-0.1196,3.089,-4.874,-0.403
1772976489898.6045,-0.979,-0.1026,-0.1195,3.22,-4.935,0.018
1772976489898.6045,-0.9784,-0.1021,-0.1192,3.054,-4.734,-0.28
1772976489898.6045,-0.9767,-0.1015,-0.1183,2.914,-5.022,-0.228
1772976489898.6045,-0.9754,-0.1011,-0.1185,2.896,-4.926,-0.411
1772976489898.6045,-0.9748,-0.0995,-0.1229,2.958,-5.04,-0.219
1772976489898.6045,-0.9758,-0.0984,-0.1204,2.949,-4.821,-0.122
1772976489898.6045,-0.9722,-0.1,-0.1225,2.87,-4.699,-0.324
1772976489898.6045,-0.9714,-0.0972,-0.1206,2.993,-4.699,-0.49
1772976489914.329,-0.9739,-0.0961,-0.1208,2.783,-4.62,-0.394
1772976489914.329,-0.9751,-0.0992,-0.1213,2.817,-5.022,-0.481
1772976489914.329,-0.9749,-0.0996,-0.1204,2.861,-5.162,-0.367
1772976489914.329,-0.9733,-0.0987,-0.1191,2.791,-4.883,-0.787
1772976489914.329,-0.9753,-0.0998,-0.1171,2.704,-4.611,-0.787
1772976489914.329,-0.9753,-0.1002,-0.1202,2.765,-4.865,-0.919
1772976489914.329,-0.9756,-0.101,-0.1181,2.756,-4.83,-0.849
1772976489914.329,-0.9751,-0.103,-0.1181,2.861,-4.979,-0.884
1772976489914.329,-0.9755,-0.1005,-0.1159,2.966,-4.952,-0.866
1772976489914.329,-0.9775,-0.101,-0.1185,2.958,-4.926,-1.146
1772976489914.329,-0.9781,-0.0987,-0.1171,2.73,-4.638,-1.173
1772976489914.329,-0.9768,-0.1003,-0.1185,2.896,-4.742,-1.216
1772976489914.329,-0.9776,-0.1002,-0.1158,2.966,-4.699,-1.365
1772976489930.962,-0.9778,-0.1013,-0.115,2.905,-4.699,-1.295
1772976489930.962,-0.9784,-0.1026,-0.1155,2.817,-4.848,-1.365
1772976489930.962,-0.9781,-0.1011,-0.1144,2.791,-4.506,-1.312
1772976489930.962,-0.9765,-0.1033,-0.1135,2.756,-4.463,-1.409
1772976489930.962,-0.9766,-0.1071,-0.1152,2.853,-4.594,-1.776
1772976489930.962,-0.9746,-0.1067,-0.1144,3.115,-4.541,-1.82
1772976489930.962,-0.9759,-0.1087,-0.1138,2.835,-4.296,-1.558
1772976489930.962,-0.9744,-0.1079,-0.1157,2.748,-4.261,-1.54
1772976489930.962,-0.9737,-0.1096,-0.1161,2.765,-4.244,-1.689
1772976489930.962,-0.9762,-0.1086,-0.1168,2.966,-4.454,-1.452
1772976489930.962,-0.9749,-0.1114,-0.116,2.993,-4.638,-1.61
1772976489930.962,-0.976,-0.1121,-0.1144,2.975,-4.594,-1.409
1772976489930.962,-0.9746,-0.1125,-0.1181,3.036,-4.296,-1.549
