Timestamp_ms,RawADC,Voltage_mV
37739.0,2069.0,1862.0
37742.0,2093.0,1882.0
37745.0,2101.0,1888.0
37748.0,2108.0,1894.0
37751.0,2126.0,1909.0
37754.0,2140.0,1921.0
37757.0,2150.0,1929.0
37760.0,2162.0,1939.0
37763.0,2169.0,1945.0
37766.0,2163.0,1940.0
37769.0,2161.0,1938.0
37772.0,2166.0,1943.0
37775.0,2171.0,1947.0
37778.0,2172.0,1948.0
37781.0,2165.0,1942.0
37784.0,2159.0,1937.0
37787.0,2154.0,1933.0
37790.0,2149.0,1928.0
37792.0,2141.0,1922.0
37795.0,2141.0,1922.0
37798.0,2140.0,1921.0
37801.0,2138.0,1919.0
37804.0,2131.0,1913.0
37807.0,2128.0,1911.0
37810.0,2133.0,1915.0
37813.0,2133.0,1915.0
37816.0,2128.0,1911.0
37819.0,2126.0,1909.0
37822.0,2127.0,1910.0
37825.0,2115.0,1900.0
37828.0,2107.0,1893.0
37831.0,2114.0,1899.0
37834.0,2117.0,1902.0
37837.0,2106.0,1893.0
37840.0,2107.0,1893.0
37843.0,2107.0,1893.0
37846.0,2096.0,1884.0
37848.0,2090.0,1879.0
37851.0,2091.0,1880.0
37854.0,2079.0,1870.0
37857.0,2063.0,1857.0
37860.0,2056.0,1851.0
37863.0,2056.0,1851.0
37866.0,2044.0,1841.0
37869.0,2031.0,1830.0
37872.0,2022.0,1823.0
37875.0,2022.0,1823.0
37878.0,2021.0,1822.0
37881.0,2010.0,1813.0
37884.0,2002.0,1806.0
37887.0,2002.0,1806.0
37890.0,1996.0,1801.0
37893.0,1988.0,1795.0
37896.0,1990.0,1796.0
37899.0,1983.0,1790.0
37902.0,1968.0,1778.0
37904.0,1963.0,1774.0
37907.0,1964.0,1775.0
37910.0,1962.0,1773.0
37913.0,1954.0,1766.0
37916.0,1952.0,1765.0
37919.0,1948.0,1761.0
37922.0,1936.0,1751.0
37925.0,1935.0,1751.0
37928.0,1938.0,1753.0
37931.0,1938.0,1753.0
37934.0,1923.0,1741.0
37937.0,1913.0,1732.0
37940.0,1916.0,1735.0
37943.0,1914.0,1733.0
37946.0,1902.0,1723.0
37949.0,1901.0,1722.0
37952.0,1902.0,1723.0
37955.0,1898.0,1720.0
37958.0,1898.0,1720.0
37960.0,1895.0,1717.0
37963.0,1885.0,1709.0
37966.0,1874.0,1700.0
37969.0,1877.0,1702.0
37972.0,1883.0,1707.0
37975.0,1890.0,1713.0
37978.0,1889.0,1712.0
37981.0,1888.0,1711.0
37984.0,1885.0,1709.0
37987.0,1891.0,1714.0
37990.0,1884.0,1708.0
37993.0,1880.0,1705.0
